 CODIGO ; NOMBRE RECETA ;; INGREDIENTES ; PROVEEDOR ; CANT ; Unid ; C.U. ; Total x 100 ; C x P ;TIPO INGREDIENTE;TIPO DE RECETA
; PO-Cilínd.de choc.blanco marmoleado-brownies ;; Mantequilla ; Cabezas y cia ; 1,050 ; kg ; 8.391 ; 8.811 ; 89 ;Lácteos;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-brownies ;; chocolate negro ; Delicias y mas SpA ; 1,800 ; kg ; 5.200 ; 9.360 ; 94 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-brownies ;; Cacao en polvo ; Miguel Farias ; 0,090 ; kg ; 6.200 ; 558 ; 6 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-brownies ;; Huevos ; MIGUEL FARIAS ; 18,000 ; c/u ; 240 ; 4.320 ; 44 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-brownies ;; harina ; Delicias y mas SpA ; 0,360 ; kg ; 1.300 ; 468 ; 5 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-brownies ;; Polvo de hornear ; cambiar ; 0,012 ; kg ; 4.529 ; 54 ; 1 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-brownies ;; Vainilla líquida  ; Chile Distribución ; 0,050 ; lt ; 1.750 ; 88 ; 1 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-mascarpone y berris ;; Queso crema ; Delicias y mas SpA ; 2,700 ; kg ; 6.961 ; 18.795 ; 188 ;Lácteos;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-mascarpone y berris ;; Crema ; Cabezas y cia ; 4,500 ; lt ; 3.721 ; 16.745 ; 168 ;Lácteos;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-mascarpone y berris ;; Azúcar flor ; Delicias y mas SpA ; 3,000 ; kg ; 1.500 ; 4.500 ; 45 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-mascarpone y berris ;; Vainilla líquida  ; Chile Distribución ; 0,100 ; lt ; 1.750 ; 175 ; 2 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-mascarpone y berris ;; Frambuesa congelada ; Congefruits ; 1,000 ; kg ; 6.300 ; 6.300 ; 63 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-mascarpone y berris ;; Frutilla natural ; Fruton ; 1,000 ; kg ; 4.980 ; 4.980 ; 50 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-mascarpone y berris ;; Arándanos congelados ; Congefruits ; 1,000 ; kg ; 3.550 ; 3.550 ; 36 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-rayo de caramelo ;; Azúcar Iansa ; Fruton ; 1,500 ; kg ; 1.300 ; 1.950 ; 20 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-rayo de caramelo ;; Aceite ; Fruton ; 0,050 ; lt ; 3.450 ; 173 ; 2 ;Abarrotes;POSTRES
; PO-Cilínd.de choc.blanco marmoleado-rayo de caramelo ;; Bolsa prepicada grande ; Abraham Vilches ; 0,005 ; kg ; 2.652 ; 13 ; 1 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado ;; Chocolate blanco ; Delicias y mas SpA ; 3,800 ; kg ; 5.200 ; 19.760 ; 198 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado ;; chocolate negro ; Delicias y mas SpA ; 0,200 ; kg ; 5.200 ; 1.040 ; 11 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; Mantequilla ; Cabezas y cia ; 1,050 ; kg ; 8.391 ; 8.811 ; 89 ;Lácteos;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; chocolate negro ; Delicias y mas SpA ; 1,800 ; kg ; 5.200 ; 9.360 ; 94 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; Cacao en polvo ; Miguel Farias ; 0,090 ; kg ; 6.200 ; 558 ; 6 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; Huevos ; MIGUEL FARIAS ; 18,000 ; c/u ; 240 ; 4.320 ; 44 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; azúcar ; Delicias y mas SpA ; 1,050 ; kg ; 1.300 ; 1.365 ; 14 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; harina ; Delicias y mas SpA ; 0,360 ; kg ; 1.300 ; 468 ; 5 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; Polvo de hornear ; cambiar ; 0,012 ; kg ; 4.529 ; 54 ; 1 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-brownies ;; Vainilla líquida  ; Chile Distribución ; 0,050 ; lt ; 1.750 ; 88 ; 1 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-mango ;; Mango    ; Delicias y mas SpA ; 25,000 ; tarro ; 4.090 ; 102.250 ; 1.023 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; Leche ; Cabezas y cia ; 0,550 ; lt ; 999 ; 549 ; 6 ;Lácteos;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; azúcar ; Delicias y mas SpA ; 0,750 ; kg ; 1.300 ; 975 ; 10 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; colapez ; Chile Distribución ; 23,000 ; hojas ; 79 ; 1.817 ; 19 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; Chocolate blanco ; Delicias y mas SpA ; 0,400 ; kg ; 5.200 ; 2.080 ; 21 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; pulpa de mango ; Congefruits ; 1,600 ; kg ; 3.900 ; 6.240 ; 63 ;Jugos;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; Crema ; Cabezas y cia ; 3,600 ; lt ; 3.721 ; 13.396 ; 134 ;Lácteos;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; Mantequilla ; Cabezas y cia ; 0,800 ; kg ; 8.391 ; 6.713 ; 68 ;Lácteos;POSTRES
; PO-Cilínd.de chocolate marmoleado-mousse de mango ;; triple sec ; CAMBIAR ; 0,200 ; botella ; 6.183 ; 1.237 ; 13 ;Tragos;POSTRES
; PO-Cilínd.de chocolate marmoleado-rayo de caramelo ;; Azúcar Iansa ; Fruton ; 1,500 ; kg ; 1.300 ; 1.950 ; 20 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-rayo de caramelo ;; Aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-rayo de caramelo ;; Bolsa prepicada grande ; Abraham Vilches ; 0,001 ; kg ; 2.652 ; 3 ; 1 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa de limón ;; Crema ; Cabezas y cia ; 1,000 ; lt ; 3.721 ; 3.721 ; 38 ;Lácteos;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa de limón ;; Leche ; Cabezas y cia ; 0,500 ; lt ; 999 ; 500 ; 5 ;Lácteos;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa de limón ;; Chocolate blanco ; Delicias y mas SpA ; 0,300 ; kg ; 5.200 ; 1.560 ; 16 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa de limón ;; Limón ; Fruton ; 0,010 ; kg ; 1.590 ; 16 ; 1 ;Frutas/Verduras;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa de limón ;; azúcar ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa guayaba ;; Pulpa de guayaba ; Piedra y Piedra ; 1,000 ; kg ; 1.800 ; 1.800 ; 18 ;Jugos;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa guayaba ;; Azúcar ; Delicias y mas SpA ; 0,250 ; kg ; 1.300 ; 325 ; 4 ;Abarrotes;POSTRES
; PO-Cilínd.de chocolate marmoleado-salsa guayaba ;; Limón ; Fruton ; 0,500 ; kg ; 1.590 ; 795 ; 8 ;Frutas/Verduras;POSTRES
; PO-Cilíndro de chocolate blanco Marmoleado ;; Chocolate blanco ; Delicias y mas SpA ; 3,800 ; kg ; 5.200 ; 19.760 ; 198 ;Abarrotes;POSTRES
; PO-Cilíndro de chocolate blanco Marmoleado ;; chocolate negro ; Delicias y mas SpA ; 0,400 ; kg ; 5.200 ; 2.080 ; 21 ;Abarrotes;POSTRES
; PO-Cilíndro de chocolate blanco Marmoleado ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Azúcar Iansa ; Fruton ; 1,700 ; kg ; 1.300 ; 2.210 ; 23 ;Abarrotes;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Harina ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 ;Abarrotes;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,233 ; botella ; 2.000 ; 465 ; 5 ;Bebidas;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Mantequilla ; Cabezas y cia ; 0,750 ; kg ; 8.391 ; 6.293 ; 63 ;Lácteos;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Helado de lúcuma ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 ;Helados;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Azúcar Iansa ; Fruton ; 0,233 ; kg ; 1.300 ; 302 ; 4 ;Abarrotes;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Aceite ; Fruton ; 0,465 ; lt ; 3.450 ; 1.604 ; 17 ;Abarrotes;POSTRES
; PO-Composición - tuile, helado de lúcumas y rayo de caramelo ;; Bolsa prepicada grande ; Abraham Vilches ; 0,233 ; kg ; 2.652 ; 617 ; 7 ;Abarrotes;POSTRES
 1 ; PO-COMPOSICION CRIOLLA- Churros y chocolate caliente-chocolate caliente ;; Leche ; Cabezas y cia ; 10,000 ; lt ; 999 ; 9.990 ; 100 ;Lácteos;CHOCOLATE CALIENTE TRASNOCHE
 1 ; PO-COMPOSICION CRIOLLA- Churros y chocolate caliente-chocolate caliente ;; MAICENA ; Fruton ; 0,100 ; kg ; 1.990 ; 199 ; 2 ;Abarrotes;CHOCOLATE CALIENTE TRASNOCHE
 1 ; PO-COMPOSICION CRIOLLA- Churros y chocolate caliente-chocolate caliente ;; Cacao en polvo ; Miguel Farias ; 0,120 ; kg ; 6.200 ; 744 ; 8 ;Abarrotes;CHOCOLATE CALIENTE TRASNOCHE
 1 ; PO-COMPOSICION CRIOLLA- Churros y chocolate caliente-chocolate caliente ;; azúcar ; Delicias y mas SpA ; 1,300 ; kg ; 1.300 ; 1.690 ; 17 ;Abarrotes;CHOCOLATE CALIENTE TRASNOCHE
 1 ; PO-COMPOSICION CRIOLLA- Churros y chocolate caliente-chocolate caliente ;; Canela en rama ; A Y R ; 0,120 ; kg ; 9.000 ; 1.080 ; 11 ;Abarrotes;CHOCOLATE CALIENTE TRASNOCHE
 1 ; PO-COMPOSICION CRIOLLA- Churros y chocolate caliente-chocolate caliente ;; Chocolate negro ; Delicias y mas SpA ; 1,200 ; kg ; 5.200 ; 6.240 ; 63 ;Abarrotes;CHOCOLATE CALIENTE TRASNOCHE
 1 ; PO-COMPOSICIÓN CRIOLLA- REDUCCION DE VINO TINTO-SALSA INGLESA-TURRON DE TINTO ;; Yemas ; Premiun s.a. ; 0,230 ; lt ; 3.796 ; 873 ; 9 ;Lácteos;BUFFET DE POSTRE
 1 ; PO-COMPOSICIÓN CRIOLLA- REDUCCION DE VINO TINTO-SALSA INGLESA-TURRON DE TINTO ;; Leche ; Cabezas y cia ; 1,920 ; lt ; 999 ; 1.918 ; 20 ;Lácteos;BUFFET DE POSTRE
 1 ; PO-COMPOSICIÓN CRIOLLA- REDUCCION DE VINO TINTO-SALSA INGLESA-TURRON DE TINTO ;; Azúcar ; Delicias y mas SpA ; 0,390 ; kg ; 1.300 ; 507 ; 6 ;Abarrotes;BUFFET DE POSTRE
 1 ; PO-COMPOSICIÓN CRIOLLA- REDUCCION DE VINO TINTO-SALSA INGLESA-TURRON DE TINTO ;; Vaina de vainilla ; Fruton ; 0,010 ; lts ; 5.960 ; 60 ; 1 ;Abarrotes;BUFFET DE POSTRE
 1 ; PO-COMPOSICIÓN CRIOLLA- REDUCCION DE VINO TINTO-SALSA INGLESA-TURRON DE TINTO ;; maicena ; Fruton ; 0,390 ; kg ; 1.990 ; 776 ; 8 ;Abarrotes;BUFFET DE POSTRE
 1 ; PO-COMPOSICION CRIOLLA- TURRON DE TINTO ;; Azúcar ; Delicias y mas SpA ; 1,780 ; kg ; 1.300 ; 2.314 ; 24 ;Abarrotes;BUFFET DE POSTRE
 1 ; PO-COMPOSICION CRIOLLA- TURRON DE TINTO ;; Vino tinto en caja 2 lt ; CCU ; 0,225 ; lt ; 1.992 ; 448 ; 5 ;Vinos;BUFFET DE POSTRE
 1 ; PO-COMPOSICION CRIOLLA- TURRON DE TINTO ;; Huevos ; MIGUEL FARIAS ; 29,000 ; c/u ; 240 ; 6.960 ; 70 ;Frutas/Verduras;BUFFET DE POSTRE
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ- TURRON DE CHOCOLATE ;; chocolate negro ; Delicias y mas SpA ; 1,500 ; kg ; 5.200 ; 7.800 ; 78 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ- TURRON DE CHOCOLATE ;; HUEVOS ; MIGUEL FARIAS ; 21,000 ; c/u ; 240 ; 5.040 ; 51 ;Frutas/Verduras;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ- TURRON DE CHOCOLATE ;; yemas ; Premiun s.a. ; 0,525 ; lt ; 3.796 ; 1.993 ; 20 ;Lácteos;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ- TURRON DE CHOCOLATE ;; AZÚCAR ; Delicias y mas SpA ; 0,300 ; kg ; 1.300 ; 390 ; 4 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ- TURRON DE CHOCOLATE ;; Mantequilla ; Cabezas y cia ; 0,840 ; kg ; 8.391 ; 7.048 ; 71 ;Lácteos;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ- TURRON DE CHOCOLATE ;; harina ; Delicias y mas SpA ; 0,210 ; kg ; 1.300 ; 273 ; 3 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ- TURRON DE CHOCOLATE ;; Café Nescafé 400 grs ; Miguel Farias ; 0,750 ; lata ; 9.580 ; 7.185 ; 72 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; masa filo ; Gastón Castillo ; 2,300 ; kg ; 6.400 ; 14.720 ; 148 ;Masas;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; Mantequilla ; Cabezas y cia ; 0,250 ; kg ; 8.391 ; 2.098 ; 21 ;Lácteos;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; ACEITE ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; Azúcar granulada rubia ; Fruton ; 0,500 ; kg ; 2.790 ; 1.395 ; 14 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; CREma ; Cabezas y cia ; 1,500 ; lt ; 3.721 ; 5.582 ; 56 ;Lácteos;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; chocolate negro ; Delicias y mas SpA ; 3,000 ; kg ; 5.200 ; 15.600 ; 156 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; Naranjas jugo ; Comercial Valencia ; 0,500 ; kg ; 1.690 ; 845 ; 9 ;Frutas/Verduras;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-CIGARROS DE CHOCOLATE ;; Harina de tempura ; Comon ; 0,500 ; kg ; 2.970 ; 1.485 ; 15 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-HELADO ;; helado de café ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 ;Helados;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-MAGDALENA ;; azúcar ; Delicias y mas SpA ; 0,600 ; kg ; 1.300 ; 780 ; 8 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-MAGDALENA ;; huevos ; MIGUEL FARIAS ; 60,000 ; c/u ; 240 ; 14.400 ; 144 ;Frutas/Verduras;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-MAGDALENA ;; harina ; Delicias y mas SpA ; 0,150 ; kg ; 1.300 ; 195 ; 2 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-MAGDALENA ;; Polvo de hornear ; cambiar ; 0,037 ; kg ; 4.529 ; 168 ; 2 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-MAGDALENA ;; Mantequilla ; Cabezas y cia ; 0,870 ; kg ; 8.391 ; 7.300 ; 74 ;Lácteos;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-MAGDALENA ;; chocolate negro ; Delicias y mas SpA ; 2,240 ; kg ; 5.200 ; 11.648 ; 117 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-PRALINE DE NUEZ ;; Nuez partida ; MIGUEL FARIAS ; 0,500 ; kg ; 8.900 ; 4.450 ; 45 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-PRALINE DE NUEZ ;; AZÚCAR ; Delicias y mas SpA ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-RULOS DE CHOCOLATE ;; Chocolate blanco ; Delicias y mas SpA ; 1,000 ; kg ; 5.200 ; 5.200 ; 52 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-RULOS DE CHOCOLATE ;; chocolate negro ; Delicias y mas SpA ; 1,000 ; kg ; 5.200 ; 5.200 ; 52 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-SALSA DE CHOCOLATE BLANCO ;; leche ; Cabezas y cia ; 0,300 ; lt ; 999 ; 300 ; 3 ;Lácteos;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-SALSA DE CHOCOLATE BLANCO ;; AZÚCAR ; Delicias y mas SpA ; 0,100 ; kg ; 1.300 ; 130 ; 2 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-SALSA DE CHOCOLATE BLANCO ;; Chocolate blanco ; Delicias y mas SpA ; 0,600 ; kg ; 5.200 ; 3.120 ; 32 ;Abarrotes;POSTRES
 PC11 ; PO-COMPOSICION DE CHOCOLATE Y CAFÉ-SALSA DE CHOCOLATE BLANCO ;; Crema ; Cabezas y cia ; 1,000 ; lt ; 3.721 ; 3.721 ; 38 ;Lácteos;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; mantequilla ; Cabezas y cia ; 0,790 ; kg ; 8.391 ; 6.629 ; 67 ;Lácteos;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; Chocolate negro ; Delicias y mas SpA ; 1,530 ; kg ; 5.200 ; 7.956 ; 80 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; Cacao en polvo ; Miguel Farias ; 0,080 ; kg ; 6.200 ; 496 ; 5 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; Huevos ; MIGUEL FARIAS ; 15,000 ; c/u ; 240 ; 3.600 ; 36 ;Frutas/Verduras;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; azúcar ; Delicias y mas SpA ; 0,790 ; kg ; 1.300 ; 1.027 ; 11 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; Harina ; Delicias y mas SpA ; 0,306 ; kg ; 1.300 ; 398 ; 4 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; Polvo de hornear ; cambiar ; 0,005 ; kg ; 4.529 ; 23 ; 1 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; Papel mantequilla ; cambiar ; 1,000 ; pliego ; 79 ; 79 ; 1 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-brownies ;; mantequilla ; Cabezas y cia ; 0,100 ; kg ; 8.391 ; 839 ; 9 ;Lácteos;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; HUevos ; MIGUEL FARIAS ; 6,000 ; c/u ; 240 ; 1.440 ; 15 ;Frutas/Verduras;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; Crema ; Cabezas y cia ; 1,000 ; lt ; 3.721 ; 3.721 ; 38 ;Lácteos;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; azúcar ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; pulpa de chirimoya ; Congefruits ; 0,500 ; kg ; 4.800 ; 2.400 ; 24 ;Jugos;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; colapez ; Chile Distribución ; 14,000 ; hojas ; 79 ; 1.106 ; 12 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; Chocolate blanco ; Delicias y mas SpA ; 0,500 ; kg ; 5.200 ; 2.600 ; 26 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; Mermelada de naranja ; cambiar ; 1,500 ; kg ; 3.364 ; 5.046 ; 51 ;Abarrotes;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,250 ; botella ; 2.000 ; 500 ; 5 ;Bebidas;POSTRES
 PF13 ; PO-Composición en cítricos-parfait de chirimoya-parfait y gajos de naranja ;; colapez ; Chile Distribución ; 22,000 ; hojas ; 79 ; 1.738 ; 18 ;Abarrotes;POSTRES
 PF14 ; PO-Composición en cítricos-salsa de naranja ;; azúcar ; Delicias y mas SpA ; 1,000 ; kg ; 1.300 ; 1.300 ; 13 ;Abarrotes;POSTRES
 PF15 ; PO-Composición en cítricos-salsa de naranja ;; Jugo de naranja Watts 1,5 lt ; CCU ; 0,525 ; botella ; 2.000 ; 1.050 ; 11 ;Bebidas;POSTRES
 PF16 ; PO-Composición en cítricos-Tulipa de chocolate blanco con helado de naranja y aro de caramelo ;; Chocolate blanco ; Delicias y mas SpA ; 3,500 ; kg ; 5.200 ; 18.200 ; 182 ;Abarrotes;POSTRES
 PF17 ; PO-Composición en cítricos-Tulipa de chocolate blanco con helado de naranja y aro de caramelo ;; Bolsa prepicada grande ; Abraham Vilches ; 0,100 ; kg ; 2.652 ; 265 ; 3 ;Abarrotes;POSTRES
 PF18 ; PO-Composición en cítricos-Tulipa de chocolate blanco con helado de naranja y aro de caramelo ;; Aceite ; Fruton ; 0,300 ; lt ; 3.450 ; 1.035 ; 11 ;Abarrotes;POSTRES
 PF19 ; PO-Composición en cítricos-Tulipa de chocolate blanco con helado de naranja y aro de caramelo ;; Helado de lúcuma ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 ;Helados;POSTRES
 PF20 ; PO-Composición en cítricos-Tulipa de chocolate blanco con helado de naranja y aro de caramelo ;; Azúcar Iansa ; Fruton ; 2,000 ; kg ; 1.300 ; 2.600 ; 26 ;Abarrotes;POSTRES
 PF21 ; PO-Composición en cítricos-Tulipa de chocolate blanco con helado de naranja y aro de caramelo ;; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 ;Abarrotes;POSTRES
 PF22 ; PO-Composición en cítricos-Tulipa de chocolate blanco con helado de naranja y aro de caramelo ;; Papel mantequilla ; cambiar ; 4,000 ; pliego ; 79 ; 316 ; 4 ;Abarrotes;POSTRES
 PF23 ; PO-Composición en cítricos-vaso de tequila con shot de pisco sour ;; limón ; Fruton ; 6,000 ; kg ; 1.590 ; 9.540 ; 96 ;Frutas/Verduras;POSTRES
 PF24 ; PO-Composición en cítricos-vaso de tequila con shot de pisco sour ;; Azúcar ; Delicias y mas SpA ; 2,000 ; kg ; 1.300 ; 2.600 ; 26 ;Abarrotes;POSTRES
 PF25 ; PO-Composición en cítricos-vaso de tequila con shot de pisco sour ;; Pisco mistral 35° ; CCU ; 2,400 ; botella ; 3.053 ; 7.327 ; 74 ;Tragos;POSTRES
 PF26 ; PO-Composición en cítricos-vaso de tequila con shot de pisco sour ;; Hielo frappé ; claudia pamela ; 2,000 ; bolsa ; 650 ; 1.300 ; 13 ;Hielo;POSTRES
 PF27 ; PO-Composición en cítricos-vaso de tequila con shot de pisco sour ;; pajitas blancas ; Delicias y mas SpA ; 1,000 ; pqte ; 1.250 ; 1.250 ; 13 ;Abarrotes;POSTRES
 P04 ; PO-Composición en lúcuma y caramelo-barra de 2 colores ;; Chocolate blanco ; Delicias y mas SpA ; 0,500 ; kg ; 5.200 ; 2.600 ; 26 ;Abarrotes;POSTRES
 P04 ; PO-Composición en lúcuma y caramelo-barra de 2 colores ;; Chocolate negro ; Delicias y mas SpA ; 2,000 ; kg ; 5.200 ; 10.400 ; 104 ;Abarrotes;POSTRES
 P04 ; PO-Composición en lúcuma y caramelo-barra de 2 colores ;; Aceite ; Fruton ; 0,300 ; lt ; 3.450 ; 1.035 ; 11 ;Abarrotes;POSTRES
